Name	RNAi_1	RNAi_3	RNAi_4	Untreated_1	Untreated_3	Untreated_4
FBtr0309838	1089.318	73.259	74.481	1605.998	120.93	75.275
FBtr0075152	1566.394	528.222	559	1830.408	538.725	587
FBtr0300092	0.052	0	0.112	0.133	0.072	0.083
FBtr0073892	0	0	0	0	0	0
FBtr0343143	17.946	1	0	8.009	0	1
FBtr0332630	242.968	55.14	6.705	190.989	50.933	26.867
FBtr0332631	2367.81	462.176	508.057	1641.568	386.145	470.164
FBtr0332632	1988.565	489.631	530.602	1957.219	655.517	476.851
FBtr0301268	16	6	5	21	6	4
FBtr0085909	18	5	6	17	5	2
FBtr0080763	1141	428	514	936	298	330
FBtr0086733	596	243	332	607	216	247
FBtr0087262	2000	933	1143	1886	645	852
FBtr0303232	86	39	36	42	5	17
FBtr0344155	2886.089	524.678	603.462	2279.323	362.043	332.255
FBtr0070316	1383.873	1148.18	1272.642	1938.458	1280.49	1171.71
FBtr0344279	6	1	5	13.227	3	4
FBtr0076133	13.002	2	10	7.004	0	3
FBtr0082259	2183.114	965.561	1096	1982.473	849.595	920
FBtr0079708	492.413	158.468	207	1153.771	377.292	462.425
FBtr0330181	0.458	0.538	0.513	0.458	0.525	3.888
FBtr0074894	1231.542	394.462	508.487	1371.542	327.475	452.112
FBtr0082726	196.589	69.252	83.247	62.819	58.633	50.391
FBtr0331429	61.256	34.217	52.237	19.836	29.651	43.193
FBtr0331428	282.753	167.518	116.322	385.817	112.132	67.871
FBtr0082727	51.861	50.896	63.12	22.92	49.187	53.406
FBtr0301219	140.541	64.117	113.075	398.607	90.398	151.139
FBtr0088166	0	0	0	1	0	1
FBtr0310646	165.087	51.486	27.839	122.165	21.956	31.497
FBtr0073730	5380.93	1747.514	2009.161	5541.835	1488.044	1753.503
FBtr0079724	257.346	33.567	46.682	54.062	34.923	12.687
FBtr0346454	26.599	11.334	21.97	5.599	8.546	11.406
FBtr0100541	48203.761	20763.099	26363.348	65829.888	18376.531	25116.907
FBtr0343865	11.437	2.325	0.924	2.306	0	1.29
FBtr0079324	0.975	1.273	1.076	5.694	0	1.71
FBtr0079598	1092.748	396.21	436	1100.232	341.441	404.211
FBtr0081220	34.059	4.478	14.591	15.276	8.291	4.474
FBtr0300823	18.123	8.079	5.846	35.691	13.634	7.458
FBtr0081221	162.911	176.968	191.585	356.25	165.487	233.835
FBtr0310645	155.744	24.009	60.567	99.976	67.416	20.313
FBtr0081219	14.26	5.466	4.412	24.807	10.172	4.92
FBtr0075314	549	140	169	506	126	194
FBtr0070136	324.046	68.084	99.951	380.74	168.022	39.049
FBtr0070137	78.32	72.311	17.59	76.828	17.513	38.959
FBtr0070135	352.902	179.605	239.459	272.616	52.624	128.992
FBtr0076688	1478.694	397.729	417.3	1404.544	394.379	477.488
FBtr0346546	30.625	18.8	18.7	19.258	29.395	18.991
FBtr0302935	778.16	207.619	353.054	785.907	210.559	278.526
FBtr0082329	253.84	228.381	160.946	312.093	175.441	103.474
FBtr0344017	119.811	23.007	26.446	82.291	24.059	27.433
FBtr0091678	1396.874	379.075	445.815	1122.739	341.179	280.446
FBtr0344016	92.956	26.154	18.77	126.556	43.919	24.289
FBtr0342985	632.224	225.685	169.293	618.871	232.485	234.78
FBtr0071815	2329.331	543.172	603.163	1808.724	628.066	579.386
FBtr0071816	174.017	193.128	160.99	280.23	145.013	166.364
FBtr0071813	18218.96	6316.199	7514.454	25751.306	8014.754	8490.803
FBtr0342986	512.854	552.21	345.516	556.715	595.593	1011.458
FBtr0071814	989.939	196.591	173.546	2976.841	213.069	234.109
FBtr0083049	772.88	264	292	769.236	212	232
FBtr0079593	41.485	2.955	3.284	24.057	9.532	3.495
FBtr0332415	93.315	38.588	39.545	116.164	36.98	39.04
FBtr0345640	1124.369	289.277	194.536	516.356	98.377	241.832
FBtr0077562	3577.603	1473.723	1696.464	4285.644	1526.623	1479.168
FBtr0085387	909.363	380.594	326.635	749.999	248.853	211.209
FBtr0085386	1513.078	494.406	641.365	1095.001	369.147	458.791
FBtr0085614	69.717	23.613	16.379	36.87	11.274	14.507
FBtr0303924	6.897	3.502	2.812	13.92	4.714	5.009
FBtr0303923	32.103	3.498	6.188	17.08	3.286	4.991
FBtr0300811	1294.017	606	666	1244	519.018	520
FBtr0340626	3.32	0	0.668	3.076	1.004	0.668
FBtr0340627	5.492	0	0.665	2.917	0.993	0.665
FBtr0340628	3.314	0	0.667	3.07	1.003	0.667
FBtr0087784	5453.432	2592.083	3141.927	6300.786	2258.285	2870.661
FBtr0332882	126.632	20.46	10.424	103.966	10.429	18.267
FBtr0339391	1645.419	577.762	553.652	465.647	262.286	164.084
FBtr0084095	194.339	67.526	67.993	178.551	53.782	47.702
FBtr0343807	44.599	23.935	21.757	43.408	24.14	27.262
FBtr0343805	375.683	147.869	225.809	264.036	291.028	399.796
FBtr0343806	1543.61	612.67	589.44	1843.835	478.05	317.24
FBtr0086801	13.302	2.356	7.88	33.061	7.404	2.161
FBtr0344145	21.521	0	0.423	19.847	0.135	2.01
FBtr0100454	2.52	1	1.224	1.115	1	0
FBtr0082255	2.644	0.5	0.946	2.096	1.424	0
FBtr0082256	3.404	0.5	0.993	2.516	1.576	0
FBtr0100455	1.203	0	0.415	2.898	0	0.99
FBtr0088783	1701.065	686.638	723	1844.182	574	633.629
FBtr0301333	0.5	0	0	0	0.5	0
FBtr0332689	0.5	0	0	0	0.5	0
FBtr0086107	4313	1907	2215	5753.178	1857	1830
FBtr0072159	11	2	7	17	5	2
FBtr0076218	112.611	45.166	20.149	295.166	83.453	119.725
FBtr0076219	2010.389	915.834	1028.851	1689.834	643.547	715.275
FBtr0113346	15	3	1	5	0	1
FBtr0100083	2	0	0	2	0	0
FBtr0079765	1	0	1	0	0	1
FBtr0071734	1	1	1	1	0	0
FBtr0071191	219.442	67.233	84.853	228.281	69.285	72.687
FBtr0345988	11.558	11.767	21.147	35.91	11.715	26.07
FBtr0071902	67.897	82.557	69.974	41.337	30.397	22.334
FBtr0332909	1101.721	363.443	534.026	702.663	230.603	337.666
FBtr0078892	8179	4326	4879	9835	3490	4517
FBtr0073061	0	1	0	0	0	0
FBtr0081973	5.252	5.493	0.494	5	0.494	4.817
FBtr0333190	0.756	2.507	0.506	0	0.506	0.183
FBtr0072990	648	212	304	620	138	242
FBtr0076205	156.06	28.176	51.768	101.656	15.87	16.88
FBtr0076204	376.94	171.824	183.232	426.316	160.13	175.12
FBtr0081487	722.618	349.306	396.376	974.097	432.271	421.165
FBtr0331678	229.382	26.694	26.624	241.903	26.729	20.835
FBtr0086674	4012	1239	1449	2846	797	1008
FBtr0113686	113.04	37.251	46.487	70.772	30.377	32.418
FBtr0113685	0.96	0.749	0.513	1.228	0.623	0.582
FBtr0072069	65.39	24.041	14.266	38.377	29.692	43.5
FBtr0072067	31.649	24.883	46.842	29.913	43.877	36.197
FBtr0072070	712.738	179.233	241.929	1158.889	213.146	244.148
FBtr0332926	37.261	24.991	21.701	35.344	45.301	27.943
FBtr0072068	124.812	58.991	25.243	134.364	56.998	26.29
FBtr0072066	29.919	32.861	58.397	24.496	47.185	38.16
FBtr0087059	2906.635	1095	1200	3112	1051	1206
FBtr0074966	1161.882	346.11	442.106	1307.885	373.823	443.182
FBtr0333896	454.69	134.89	123.894	432.115	107.177	94.818
FBtr0302288	0	0	0	1	0	0
FBtr0086613	195	76	88	77	30	23
FBtr0091795	10.67	9.69	5.63	18.106	5.138	8.353
FBtr0300891	11.888	5.966	4.452	12.118	4.858	3.538
FBtr0091794	6.561	4.581	3.275	9.229	3.825	2.964
FBtr0091793	6.368	6.185	3.906	13.63	4.875	5.79
FBtr0300892	6.547	4.562	3.272	10.94	4.649	3.253
FBtr0091792	11.992	6.016	4.465	8.989	3.655	3.117
FBtr0301734	270	102	131	286	74	107
FBtr0342889	199.898	68.337	74.077	126.049	39.43	101.575
FBtr0071618	226.102	64.663	78.923	304.951	74.57	62.425
FBtr0344856	12.806	14.489	14.032	20.067	20.056	19.68
FBtr0329838	20.421	22.42	21.303	51.144	45.961	38.057
FBtr0329840	189.154	36.566	27.224	287.313	58.682	58.517
FBtr0332236	16.54	23.136	21.17	27.204	40.297	44.599
FBtr0329844	159.47	81.9	102.162	225.104	121.309	96.435
FBtr0329839	160.486	75.489	62.478	219.836	86.709	100.472
FBtr0329842	19.165	23.174	22.037	36.334	42.177	40.456
FBtr0332237	18.34	21.322	21.594	37.906	43.212	35.029
FBtr0336736	99.133	58.778	41.187	302.82	205.489	155.366
FBtr0329846	13.103	14.869	14.389	20.817	20.802	20.396
FBtr0329845	14.636	16.873	16.259	22.794	25	24.406
FBtr0329843	347.572	40.026	29.092	935.891	68.207	67.962
FBtr0082799	7857.23	2267.278	2703.863	7012.348	2502.23	1873.477
FBtr0082797	1608.917	1974.043	2198.449	3601.294	1478.013	1795.334
FBtr0346346	74.952	1379.766	1422.789	127.461	993.064	813.205
FBtr0346347	12111.589	1961.906	2037.824	9492.112	1280.21	1354.956
FBtr0084420	0	0	0	1	0	1
FBtr0074230	2349	820	923	1964	791	747
FBtr0112400	7.524	1.015	6.038	10.923	2.02	5.1
FBtr0331156	9.416	4.021	3.484	31.705	11.461	9.643
FBtr0343982	8.488	4.189	2.639	30.16	5.957	8.489
FBtr0332994	9.81	4.79	2.877	18.094	8.61	5.873
FBtr0070707	842.809	71.558	69.389	811.481	69.937	84.987
FBtr0070704	4.801	12.861	6.095	16.323	5.006	6.304
FBtr0070706	8464.242	3390.201	4238.81	11479.882	2917.35	3394.13
FBtr0307065	5980.976	29.145	31.731	733.283	35.134	21.503
FBtr0300565	146.546	86.907	56.874	181.16	16.801	19.909
FBtr0346714	1172.561	452.386	514.582	149.186	12.754	13.192
FBtr0339597	93.074	24.298	24.006	67.142	14.327	11.012
FBtr0344276	1603.273	58.048	61.96	967.799	36.319	24.418
FBtr0082092	85.706	44.199	36.08	114.501	11.26	10.984
FBtr0344275	113.321	26.062	24.041	90.751	18.839	15.287
FBtr0300564	408.81	47.762	49.782	202.69	25.492	19.807
FBtr0344277	856.753	737.066	976.696	1094.541	1568.226	1733.636
FBtr0305273	0	0	0	0.5	0	0
FBtr0114644	0	0	0	0.5	0	0
FBtr0078384	126.413	30.287	14.439	509.196	34.03	25.369
FBtr0078383	584.603	72.664	83.664	203.554	100.42	94.65
FBtr0305331	829.922	346.049	390.897	603.192	310.55	320.981
FBtr0346513	1.536	0	0.428	6.107	0.889	0.295
FBtr0333152	2.208	1	0.041	0.191	0.247	0.246
FBtr0112510	21.139	1	11.531	25.639	8.864	5.46
FBtr0087297	1397.937	323.05	412.203	1323.842	556.495	534.692
FBtr0087296	1693.063	1017.95	1194.797	1952.481	635.505	926.308
FBtr0332380	4.146	0	1	6.104	1	1
FBtr0077024	1	0	1	1	1	0
FBtr0078507	0	0	0	0	0	0
FBtr0084821	1	0	0	0	0	0
FBtr0071309	0.017	0.019	0	0.003	0	0
FBtr0346164	3.023	1.981	0.004	6.131	2.063	2
FBtr0082010	2405	1064	1071	1898	632	788
FBtr0086091	217.938	60.503	83.372	48.455	59.13	35.387
FBtr0086092	3785.062	788.497	809.628	2557.545	722.87	706.613
FBtr0079762	17.743	0.394	6.579	7.869	1.578	2.827
FBtr0299772	0.911	0.371	0.456	0.482	0	0.508
FBtr0299771	0.911	0.371	0.456	0.482	0	0.508
FBtr0299768	0.183	0.146	0.454	0	0	0.143
FBtr0345263	0.91	0.371	0.456	0.482	0	0.508
FBtr0305057	14.368	0.371	1.37	6.365	2.991	0.367
FBtr0305058	25.147	0.37	1.408	7.774	0.586	0.366
FBtr0070184	0	0	0	1	0	0
FBtr0310497	28	6	7	15	2	2
FBtr0075590	8.475	6.048	0.985	19.635	6.043	8.847
FBtr0332094	7.525	1.952	6.015	6.365	1.957	1.153
FBtr0088695	896	309	355	875	301	307
FBtr0346507	57.018	19.039	31.868	82.367	23.777	18.823
FBtr0346508	81.165	18.23	31.181	74.438	21.016	18.097
FBtr0302176	59.529	21.573	34.725	48.581	17.403	16.595
FBtr0088450	3422.555	1227.832	1415.541	3796.445	1214.948	1322.53
FBtr0331955	25.008	6.477	6.63	14.911	10.543	6.703
FBtr0085033	0	0	0	1	0	0
FBtr0081690	0	0.507	0	3.978	0	0
FBtr0080434	1995.405	660.996	750.819	2511.672	792.24	766.338
FBtr0112501	72	20	20	205	33	58
FBtr0088394	107.453	36.581	20.095	72.15	20.631	29.341
FBtr0088393	606.562	242.9	278.385	751.672	207.999	263.569
FBtr0077210	46.611	10.538	15.109	29.952	11.522	10.327
FBtr0077204	34.393	7.176	7.963	17.523	7.719	8.131
FBtr0077208	122.864	51.329	51.332	137.921	41.134	48.129
FBtr0307526	62.813	16.4	20.05	78.022	19.871	16.467
FBtr0077205	35.811	8.885	10.09	24.428	9.858	9.585
FBtr0077209	68.433	16.868	19.962	76.2	22.254	15.98
FBtr0077206	43.296	9.374	9.935	19.244	10.605	9.819
FBtr0307527	96.466	17.872	22.324	132.124	22.096	17.95
FBtr0077207	108.877	7.58	26.523	54.727	11.718	13.682
FBtr0307528	250.597	178.516	179.067	255.075	110.106	138.436
FBtr0307524	58.966	10.576	12.103	25.855	11.393	11.912
FBtr0077203	52.308	38.076	36.161	45.322	37.77	30.03
FBtr0307529	45.585	10.934	13.404	52.325	12.613	11.845
FBtr0307525	50.982	20.877	31.977	86.282	17.34	14.706
FBtr0308086	36.856	8.498	13.427	28.247	6.019	6.313
FBtr0300799	222.949	58.711	75.679	694.69	38.664	105.476
FBtr0333671	28.571	10.169	8.944	52.548	16.061	21.988
FBtr0300797	31.897	21.999	17.086	41.357	18.969	13.515
FBtr0300798	22.778	15.434	11.979	23.449	10.289	10.921
FBtr0308087	36.537	6.254	13.14	17.176	4.388	4.723
FBtr0089119	89.815	7.582	4.564	25.236	11.97	3.354
FBtr0300796	24.944	16.843	14.24	26.6	10.82	11.406
FBtr0300800	1201.762	243.982	264.608	782.587	326.707	235.747
FBtr0089116	107.002	8.528	19.334	55.109	10.115	17.557
FBtr0113033	138	28	32	94	31	28
FBtr0332591	93.375	27.08	28.863	722.035	27.768	28.245
FBtr0074079	5449.664	1532.218	1721.082	4292.588	1317.614	1479.277
FBtr0332592	62.193	29.402	24.363	67.773	9.965	20.477
FBtr0086996	0	0	0	0	1	0
FBtr0336954	3	1	3	3	3	0
FBtr0346809	0	0	0	0	0	0
FBtr0308827	307.642	107.327	55.828	441.942	194.25	239.783
FBtr0084137	2927.682	964.422	1267.982	4441.501	1381.696	1625.786
FBtr0308826	216.675	79.251	98.191	391.557	180.054	110.43
FBtr0071541	2397	1166	1303	3342	1347	1480
FBtr0336859	10.628	3.303	3.966	18.475	9.714	3.965
FBtr0336860	1.239	0.852	0.517	2.643	0.348	0.517
FBtr0080707	1.24	0.852	0.517	1.145	0.938	0.517
FBtr0290334	7.491	0	0.254	3.239	0.003	0.254
FBtr0290335	5.886	0	0.253	3.369	0.003	0.253
FBtr0308597	6.892	0	0.247	3.367	0.003	0.247
FBtr0301944	7.562	0	0.246	3.506	0.003	0.246
FBtr0080480	1	0	0	0	0	0
FBtr0081576	134.434	50.262	52.318	128.434	27.322	27.276
FBtr0339734	1.566	1.738	1.682	1.566	1.678	1.724
FBtr0084804	0	0	0	0	0	0
FBtr0332163	0	0	0	0	0	0
FBtr0303731	0	0	0	0	0	0
FBtr0086044	7895.203	2208.479	2350.405	8377.584	2333.483	2269.307
FBtr0335270	303.788	81.95	57.003	196.483	77.996	63.692
FBtr0070437	2.471	1.046	0.435	3.844	4.909	1.499
FBtr0302447	0.419	0.982	0.434	3.154	0.92	6.189
FBtr0302449	15.177	5.873	7.696	12.638	1.027	1.673
FBtr0302448	3.086	1.099	0.435	2.571	1.144	1.639
FBtr0087862	401.301	156.124	169.098	379.035	130.581	151.253
FBtr0302455	5.982	4.77	4.717	14.903	4.175	4.458
FBtr0087864	161.518	53.897	73.004	204.074	28.162	53.134
FBtr0087863	6.199	2.208	2.181	6.988	2.081	2.154
FBtr0072962	11	2	3	6	4	3
FBtr0076847	5753.6	2663.784	3221	6994.523	2563	2769.211
FBtr0336754	20.705	3.957	3.962	15.569	2.297	8.112
FBtr0081966	7.295	3.043	3.038	13.431	4.703	4.888
FBtr0070293	7.213	5.425	3.575	6.023	3.233	9.596
FBtr0070294	270.787	156.575	173.425	302.977	151.767	115.404
FBtr0074896	1813.336	1180.409	1440.258	4186.231	1177.647	1569.175
FBtr0331800	3634.664	246.591	140.742	1609.769	294.332	175.825
FBtr0072564	852.848	386	450	960	358	409
FBtr0074785	285.48	125.708	143.956	192.328	75.813	131.805
FBtr0346015	3.126	2.517	2.044	5.672	0.187	0.195
FBtr0074474	1	0	1	0	0	0
FBtr0331811	190.961	250.46	270.823	384.983	189.242	246.738
FBtr0075141	712.361	121.54	163.177	482.017	127.758	113.262
FBtr0088926	632.095	210.464	255.654	507.512	166.533	176.509
FBtr0301134	502.703	278.635	273.153	703.86	215.795	375.92
FBtr0085069	2934.297	1055.365	1152.847	3181.14	1135.205	957.08
FBtr0078288	581.265	233.008	255.653	610.611	194.108	201.232
FBtr0304820	13.735	16.992	33.347	14.389	12.892	27.768
FBtr0301448	32.953	16.882	24.768	62.175	20.552	11.982
FBtr0301447	575.472	294.972	314.228	372.376	148.656	184.258
FBtr0301446	254.575	25.146	60.003	192.461	68.792	97.759
FBtr0345944	20.966	6.491	1.544	27.82	2.883	2.418
FBtr0345943	74.034	4.509	8.456	37.18	8.117	9.582
FBtr0301526	0.57	1.395	1.031	1.402	0.331	0.674
FBtr0089287	1.214	0.247	0.984	1.299	0.335	0.663
FBtr0337061	1.216	0.358	0.985	1.3	0.335	0.663
FBtr0075653	3.003	0	1	1	0.5	0.5
FBtr0075654	2.997	0	1	1	0.5	0.5
FBtr0329941	1162.312	151.448	138.744	758.869	107.615	104.149
FBtr0079301	819.134	343.878	450.806	1217.756	285.028	194.358
FBtr0329942	720.249	212.579	323.56	977.914	232.57	154.079
FBtr0079300	1287.354	1005.095	956.891	1614.461	1215.786	1146.413
FBtr0076933	0	0	0	1	0	0
FBtr0078830	207.988	84.185	100.805	168.906	94.853	74.931
FBtr0078828	890.135	561.078	831.292	1035.485	500.125	633.826
FBtr0078829	1289.382	392.737	311.903	1048.609	249.022	197.244
FBtr0343392	0	1	0	0	0	0
FBtr0081279	1279	477	540	1340	383	510
FBtr0309241	182.794	80.734	126.208	2911.139	185.896	75.227
FBtr0085444	658.996	1084.571	1367.05	116.746	814.039	1027.963
FBtr0085446	664.51	156.554	106.459	109.2	65.092	107.119
FBtr0085442	2561.354	537.081	714.488	3704.023	485.171	216.672
FBtr0085445	72.104	105.756	62.395	54.212	62.697	136.552
FBtr0085443	2483.271	421.959	488.65	206.412	676.908	838.128
FBtr0088549	230.492	90.768	84.735	2270.342	207.642	201.024
FBtr0306808	128.599	38.166	72.922	129.93	55.007	42.731
FBtr0088548	6693.351	1921.398	2119.084	6005.016	1976.609	1860.719
FBtr0088550	6176.215	2415.747	3025.492	11390.476	3631.984	4829.482
FBtr0339384	301.216	144.921	135.766	347.872	131.758	94.987
FBtr0072788	120.361	45.102	78.561	106.622	56.212	63.213
FBtr0332877	147.452	115.07	33.322	51.51	3.12	40.318
FBtr0332876	246.911	45.066	80.639	143.556	40.097	61.1
FBtr0330391	590.613	113.617	112.573	406.16	92.742	98.788
FBtr0345507	461.399	85.564	66.574	401.809	74.955	67.551
FBtr0343114	4.327	1.007	0.446	2.495	1.495	0.5
FBtr0081125	4.44	1.011	0.892	5.246	1.505	0.5
FBtr0343113	0.33	1	1.677	0.274	0	0
FBtr0088203	2	0	0	0	0	0
FBtr0301738	0	0	0	0	0	0
FBtr0340494	4.153	0.499	0.499	4.098	1.731	0.499
FBtr0071336	7.068	0.501	0.501	6.902	0.466	0.501
FBtr0077408	495.398	200.466	262.644	429.698	178	170
FBtr0082719	930	388	463	785	294	357
FBtr0073257	2	0	0	3.91	4	3
FBtr0086736	48.894	29.972	22.203	116.834	35.993	46.91
FBtr0086740	45788.336	4750.167	4653.842	30185.854	5339.599	5158.624
FBtr0086738	34630.28	23419.802	27943.955	61046.648	25308.24	28153.448
FBtr0336484	271.708	95.376	83.078	89.326	110.662	87.404
FBtr0100617	148.223	10.15	9.556	156.814	50.108	19.679
FBtr0078907	68.784	10.82	17.529	43.113	20.703	16.399
FBtr0336483	962.285	324.654	378.838	1035.747	200.526	249.518
FBtr0300890	280.963	122.388	115.334	329.269	98.766	105.785
FBtr0087788	18.393	8.612	8.666	33.583	30.234	23.178
FBtr0333952	1131.027	101.964	93.863	610.915	97.254	87.39
FBtr0333962	20.937	7.951	7.938	23.677	12.148	9.608
FBtr0333960	21.935	10.387	10.676	23.426	14.973	12.086
FBtr0333957	42.264	20.228	25.112	36.507	15.252	15.822
FBtr0333954	29.035	14.314	19.952	31.219	19.134	20.02
FBtr0333956	42.736	62.512	85.214	39.727	50.155	51.556
FBtr0333958	3635.124	1546.364	1697.951	4343.771	1382.959	1219.042
FBtr0333953	21.413	10.333	13.026	20.769	12.182	11.949
FBtr0333961	17.091	5.766	5.842	17.928	9.133	7.059
FBtr0333959	25.568	10.651	14.591	22.167	17.763	13.742
FBtr0333955	27.872	11.53	14.835	27.895	14.047	13.726
FBtr0088331	4	0	2	0.286	0	1.522
FBtr0088330	2	0	0	1.714	3	1.478
FBtr0299623	971.828	481.284	560.748	1179.816	469.134	418.852
FBtr0299624	3859.17	1076.329	1266.705	4002.709	1285.805	1249.795
FBtr0299622	96.224	44.412	34.146	166.296	41.702	36.054
FBtr0299625	22.117	41.723	67.511	11.196	12.155	28.726
FBtr0339261	161.266	66.679	48.241	71.839	41.054	35.014
FBtr0333266	62.579	19.317	22.186	47.674	29.404	22.13
FBtr0333267	6750.838	961.111	1084.667	4962.466	1063.546	807.537
FBtr0072589	7567.715	4049.709	4383.863	10792.072	4131.958	3555.617
FBtr0305556	2	0	1	1	0	1
FBtr0072219	11925.155	4975.664	5767.174	15722.121	4832.916	6169.238
FBtr0305990	136.406	57.536	38.623	87.069	81.301	110.874
FBtr0305989	155.315	51.782	25.202	161.797	60.78	33.886
FBtr0342704	4.515	1.45	2.428	4.579	2.764	1.9
FBtr0086258	19.485	1.55	9.664	6.421	3.268	2.1
FBtr0307759	26.193	14.409	24.672	205.393	16.142	33.864
FBtr0084065	214.965	77.147	113.544	229.078	99.097	109.787
FBtr0084067	208.908	118.045	99.801	157.907	67.719	58.917
FBtr0084070	623.635	154.976	216.053	507.15	145.126	147.472
FBtr0084077	119.055	40.137	50.333	75.096	27.399	56.609
FBtr0084072	103.826	45.504	41.994	95.085	16.377	49.688
FBtr0084073	632.749	259.266	353.59	647.423	190.317	272.547
FBtr0084066	254.231	48.083	47.84	121.722	81.974	55.531
FBtr0084078	306.691	128.397	127.004	287.876	95.143	147.693
FBtr0084079	1928.736	733.356	898.653	1833.773	642.278	701.809
FBtr0114360	116.841	104.304	123.617	121.878	106.059	44.889
FBtr0307760	8.193	15.029	11.028	75.55	6.202	5.799
FBtr0084081	250.54	190.674	214.536	431.468	154.406	178.952
FBtr0343765	55.248	21.488	33.11	79.62	39.593	42.375
FBtr0084064	72.428	89.516	71.998	187.494	52.207	57.465
FBtr0084085	11.28	17.79	40.321	9.142	28.116	20.136
FBtr0084083	15.397	64.785	13.364	219.502	49.909	23.32
FBtr0114361	224.44	114.396	125.286	302.036	98.855	83.179
FBtr0084071	14.317	7.781	7.679	54.497	11.054	8.919
FBtr0084084	17.943	49.464	55.759	35.587	36.561	35.266
FBtr0084069	102.055	87.186	100.763	295.391	90.597	85.027
FBtr0084080	27.249	17.426	12.256	6.773	14.551	3.008
FBtr0084074	62.785	42.218	52.906	20.853	49.67	44.369
FBtr0084075	511.333	355.205	374.762	838.275	318.249	299.056
FBtr0084062	494.333	195.89	269.924	496.414	145.487	188.82
FBtr0114359	41.03	19.994	19.971	15.192	7.291	26.403
FBtr0084068	201.209	68.092	63.708	261.737	64.619	82.089
FBtr0084063	226.42	115.161	86.719	318.373	109.246	90.754
FBtr0084082	398.875	165	251.119	679.953	182.979	191.633
FBtr0084060	56.355	6.453	13.778	19.3	10.895	11.156
FBtr0084061	101.878	59.833	72.518	172.949	58.55	91.384
FBtr0082978	1721.054	914.647	528.666	2132.524	552.812	722.622
FBtr0082979	2419.946	765.353	1261.334	1939.476	949.188	869.378
FBtr0304634	0	0	0	0	0	0
FBtr0304635	0	0	0	0	0	0
FBtr0343117	147.391	51.188	82.966	147.17	50.503	66.637
FBtr0089628	3603.609	1205.812	1439.034	3096.83	871.497	942.363
FBtr0334574	773.777	367.723	469.583	985.113	430.427	392.604
FBtr0334576	107.313	58.41	36.847	57.991	40.063	47.931
FBtr0334577	114.318	47.535	86.914	132.713	71.892	57.452
FBtr0334575	814.234	311.332	329.656	982.286	210.618	270.014
FBtr0078208	28	9	4	12	6	7
FBtr0307394	115.432	74.763	31.156	78.059	35.749	52.688
FBtr0100010	682.582	221.708	303.03	445.592	140.306	193.227
FBtr0290267	58.473	10.176	12.935	41.382	12.477	12.303
FBtr0081021	533.23	204.203	225.853	435.584	194.678	189.414
FBtr0081022	269.972	63.689	87.423	440.095	104.716	83.838
FBtr0340182	184.561	16.885	26.887	190.021	16.266	29.281
FBtr0330341	22.205	3.777	1.928	22.223	5.573	2.095
FBtr0334765	10.992	3.236	3.072	10.974	4.427	1.937
FBtr0079832	0	0	0	0	0	0
FBtr0080478	488	141	143	441	130	130
FBtr0076185	18.872	6.456	7.356	15.63	3.919	3.935
FBtr0345037	19.142	6.544	5.644	9.37	4.081	4.065
FBtr0076310	2	1	2	1	1	1.311
FBtr0331552	0	0	0	0	0	0.229
FBtr0076308	0	0	0	0	0	0.23
FBtr0076309	0	0	0	0	0	0.23
FBtr0070270	2222.689	1014.279	1077.583	2226.352	668.281	778.039
FBtr0333115	449.597	134.328	142.527	254.574	162.43	98.274
FBtr0085157	23.24	4.953	9.998	34.377	9.988	7.962
FBtr0334728	2.71	8.188	1.002	2.771	1.012	2.038
FBtr0333180	831.287	749.444	1118.555	1346.942	911.916	736.158
FBtr0333179	136.55	21.576	32.211	126.022	24.626	27.508
FBtr0100538	2000.024	342.484	350.235	2169.285	386.161	249.417
FBtr0333181	544.526	177.64	184.699	626.755	149.897	309.667
FBtr0333182	55.516	17.199	9.008	35.675	36.404	27.991
FBtr0077342	190.247	36.657	38.255	144.705	34.995	34.259
FBtr0303582	0	0	0	0	0	0
FBtr0100508	56.127	27.679	28.288	12.807	9.26	5.411
FBtr0073321	42.141	49.246	34.855	20.415	6.807	7.544
FBtr0343995	216.706	41.668	39.866	68.729	15.431	17.149
FBtr0304989	266.906	55.404	55.258	80.133	20.049	21.772
FBtr0302594	23.727	60.45	77.199	16.719	7.872	8.6
FBtr0100507	33.032	61.095	45.107	18.432	8.478	8.044
FBtr0304990	761.513	107.626	127.012	128.04	30.159	13.998
FBtr0100504	63.849	36.084	54.81	15.367	9.865	7.73
FBtr0100505	38.997	33.741	15.597	21.279	5.079	6.752
FBtr0306974	1207.805	431.976	500.474	910.947	348.117	395.7
FBtr0346589	25.281	15.639	25.226	25.182	15.443	15.629
FBtr0331628	1006.874	707.141	759.236	1362.57	457.901	591.918
